name,death_year,occupation,wikidata_id,wikidata_url
Ramai Pandit,1200,poet,Q7288770,https://www.wikidata.org/wiki/Q7288770
Nur Qutb Alam,1415,poet|writer,Q31723891,https://www.wikidata.org/wiki/Q31723891
Krittibas Ojha,1461,poet,Q3346456,https://www.wikidata.org/wiki/Q3346456
Kavi Karnapura,1580,playwright|poet,Q106824680,https://www.wikidata.org/wiki/Q106824680
Lochandas,1589,poet,Q117190481,https://www.wikidata.org/wiki/Q117190481
Vrindavana Dasa Thakura,1589,poet|writer,Q7943127,https://www.wikidata.org/wiki/Q7943127
Daulat Qazi,1638,poet,Q5227999,https://www.wikidata.org/wiki/Q5227999
Narahari Chakraborty,1643,poet|writer,Q113784310,https://www.wikidata.org/wiki/Q113784310
Syed Sultan,1648,poet|writer,Q13060133,https://www.wikidata.org/wiki/Q13060133
Alaol,1680,poet,Q3350443,https://www.wikidata.org/wiki/Q3350443
Dom Antonio do Rosario,1695,writer,Q37583282,https://www.wikidata.org/wiki/Q37583282
Ramdas Adak,1708,poet|writer,Q136932976,https://www.wikidata.org/wiki/Q136932976
Bharatchandra Ray,1760,poet|writer,Q2501700,https://www.wikidata.org/wiki/Q2501700
Heyat Mamud,1760,poet,Q18989305,https://www.wikidata.org/wiki/Q18989305
Ramprasad Sen,1775,poet|writer,Q3347343,https://www.wikidata.org/wiki/Q3347343
Baneshwar Vidyalankar,1788,playwright|writer,Q13058915,https://www.wikidata.org/wiki/Q13058915
Chandi Charan Munshi,1808,writer,Q13057817,https://www.wikidata.org/wiki/Q13057817
Ramram Basu,1813,poet|writer,Q4079215,https://www.wikidata.org/wiki/Q4079215
Mrityunjay Vidyalankar,1819,writer,Q24037883,https://www.wikidata.org/wiki/Q24037883
Jaynarayan Ghoshal,1820,writer,Q48977630,https://www.wikidata.org/wiki/Q48977630
Ram Basu,1828,poet,Q97251183,https://www.wikidata.org/wiki/Q97251183
Gangakishore Bhattacharya,1831,journalist|writer,Q48677123,https://www.wikidata.org/wiki/Q48677123
John Pearson,1831,writer,Q50219901,https://www.wikidata.org/wiki/Q50219901
Paran Chandra Babu,1831,writer,Q50194330,https://www.wikidata.org/wiki/Q50194330
Ram Mohan Roy,1833,writer,Q335269,https://www.wikidata.org/wiki/Q335269
William Carey,1834,writer,Q312948,https://www.wikidata.org/wiki/Q312948
Ramnidhi Gupta,1839,poet,Q1987411,https://www.wikidata.org/wiki/Q1987411
William Hopkins Pears,1840,writer,Q50195242,https://www.wikidata.org/wiki/Q50195242
Gangadhar Tarkabagish,1844,writer,Q48681006,https://www.wikidata.org/wiki/Q48681006
Krishnakanta Bhaduri,1844,poet,Q31725595,https://www.wikidata.org/wiki/Q31725595
Ramkamal Sen,1844,writer,Q7289678,https://www.wikidata.org/wiki/Q7289678
Ram Chandra Vidyabagish,1845,writer,Q7288451,https://www.wikidata.org/wiki/Q7288451
William Yates,1845,writer,Q8020661,https://www.wikidata.org/wiki/Q8020661
Jaygopal Tarkalankar,1846,writer,Q26962527,https://www.wikidata.org/wiki/Q26962527
Bhabani Charan Bandyopadhyay,1848,journalist|novelist,Q4900474,https://www.wikidata.org/wiki/Q4900474
Kashinath Tarkapanchanan,1851,writer,Q28060599,https://www.wikidata.org/wiki/Q28060599
Augustin D'Silva,1853,writer,Q107172336,https://www.wikidata.org/wiki/Q107172336
Mutty Lall Seal,1854,writer,Q6944137,https://www.wikidata.org/wiki/Q6944137
Nilratna Haldar,1855,writer,Q50190153,https://www.wikidata.org/wiki/Q50190153
Uday Chandra Adhya,1856,writer,Q107132317,https://www.wikidata.org/wiki/Q107132317
Dasarathi Roy,1857,poet|writer,Q19739503,https://www.wikidata.org/wiki/Q19739503
Dwarakanath Adhikari,1857,poet,Q18987691,https://www.wikidata.org/wiki/Q18987691
Ramjay Tarkalankar,1857,writer,Q28060593,https://www.wikidata.org/wiki/Q28060593
Madan Mohan Tarkalankar,1858,poet,Q2561447,https://www.wikidata.org/wiki/Q2561447
Tarashankar Tarkaratna,1858,writer,Q21481863,https://www.wikidata.org/wiki/Q21481863
Anandaram Dhekial Phukan,1859,poet,Q4751350,https://www.wikidata.org/wiki/Q4751350
Gouri Shankar Bhattacharya,1859,writer,Q16345384,https://www.wikidata.org/wiki/Q16345384
Ishwar Chandra Gupta,1859,poet|writer,Q6080707,https://www.wikidata.org/wiki/Q6080707
Jagannath Prasad Basu Mallik,1859,writer,Q48906987,https://www.wikidata.org/wiki/Q48906987
Hannah Catherine Mullens,1861,novelist|writer,Q5646757,https://www.wikidata.org/wiki/Q5646757
Ramaprasad Roy,1862,writer,Q107061803,https://www.wikidata.org/wiki/Q107061803
Sadeq Ali,1862,poet,Q75186313,https://www.wikidata.org/wiki/Q75186313
Nilmani Basak,1864,writer,Q23059860,https://www.wikidata.org/wiki/Q23059860
Apūrbo Krishnā Kunvar,1867,poet,Q94642904,https://www.wikidata.org/wiki/Q94642904
Radhakanta Deb,1867,writer,Q7280210,https://www.wikidata.org/wiki/Q7280210
Girish Chandra Ghosh,1869,journalist,Q134585370,https://www.wikidata.org/wiki/Q134585370
"Janamejaya Mitra ""Arman""",1869,poet,Q131940981,https://www.wikidata.org/wiki/Q131940981
Jadunath Sarbadhikary,1870,writer,Q117464988,https://www.wikidata.org/wiki/Q117464988
Kaliprasanna Singha,1870,novelist|playwright|writer,Q6353105,https://www.wikidata.org/wiki/Q6353105
Durgadoss Kar,1871,playwright,Q47013099,https://www.wikidata.org/wiki/Q47013099
Harish Chandra Mitra,1872,playwright|poet|writer,Q5657861,https://www.wikidata.org/wiki/Q5657861
Jaynarayan Tarkapanchanan,1872,writer,Q48977637,https://www.wikidata.org/wiki/Q48977637
Ayodhyanath Pakrashi,1873,writer,Q30056571,https://www.wikidata.org/wiki/Q30056571
Dinabandhu Mitra,1873,playwright|poet|writer,Q2075170,https://www.wikidata.org/wiki/Q2075170
Harimohan Pramanik,1873,writer,Q54556173,https://www.wikidata.org/wiki/Q54556173
Kishori Chand Mitra,1873,writer,Q22018987,https://www.wikidata.org/wiki/Q22018987
Michael Madhusudan Dutt,1873,playwright|poet|writer,Q666864,https://www.wikidata.org/wiki/Q666864
Kali Krishna Deb,1874,writer,Q48167980,https://www.wikidata.org/wiki/Q48167980
Ram Chandra Mitra,1874,writer,Q51035270,https://www.wikidata.org/wiki/Q51035270
Ananda Chandra Bedantabagish,1875,writer,Q18987265,https://www.wikidata.org/wiki/Q18987265
Peary Charan Sircar,1875,writer,Q7158395,https://www.wikidata.org/wiki/Q7158395
Shyama Charan Shrimani,1875,writer,Q118115215,https://www.wikidata.org/wiki/Q118115215
John Clark Marshman,1877,writer,Q6226199,https://www.wikidata.org/wiki/Q6226199
Toru Dutt,1877,essayist|novelist|poet|writer,Q7827414,https://www.wikidata.org/wiki/Q7827414
John Robinson,1878,writer,Q31783814,https://www.wikidata.org/wiki/Q31783814
Surendranath Majumder,1878,poet|writer,Q37609707,https://www.wikidata.org/wiki/Q37609707
Mahtab Chand Bahadur,1879,writer,Q23730370,https://www.wikidata.org/wiki/Q23730370
Kshetranath Bhattacharya,1880,writer,Q48639869,https://www.wikidata.org/wiki/Q48639869
Kalikrishna Lahiri,1881,writer,Q120597794,https://www.wikidata.org/wiki/Q120597794
Nagendranath Bandyopadhyay,1882,playwright,Q49989627,https://www.wikidata.org/wiki/Q49989627
Shyama Charan Sarkar,1882,writer,Q23452044,https://www.wikidata.org/wiki/Q23452044
Peary Chand Mitra,1883,novelist|writer,Q288769,https://www.wikidata.org/wiki/Q288769
Pramathanath Mitra,1883,playwright,Q23782677,https://www.wikidata.org/wiki/Q23782677
Rasik Chandra Roy,1883,writer,Q50610874,https://www.wikidata.org/wiki/Q50610874
Hara Chandra Ghosh,1884,playwright,Q23729814,https://www.wikidata.org/wiki/Q23729814
Harinath Nyayratna,1884,writer,Q27564576,https://www.wikidata.org/wiki/Q27564576
Ramdhan Tarkapanchanan,1884,writer,Q107172358,https://www.wikidata.org/wiki/Q107172358
Adhar Lal Sen,1885,poet|writer,Q4682481,https://www.wikidata.org/wiki/Q4682481
Bharatendu Harishchandra,1885,journalist|novelist|playwright|poet|writer,Q2628981,https://www.wikidata.org/wiki/Q2628981
Gangadhar Sen Roy,1885,writer,Q48684730,https://www.wikidata.org/wiki/Q48684730
Kamal Krishna Deb,1885,writer,Q55137396,https://www.wikidata.org/wiki/Q55137396
Kartikeya Chandra Roy,1885,writer,Q33302331,https://www.wikidata.org/wiki/Q33302331
Krishna Mohan Banerjee,1885,writer,Q5565188,https://www.wikidata.org/wiki/Q5565188
Taranath Tarkabachaspati,1885,writer,Q27564536,https://www.wikidata.org/wiki/Q27564536
Akshay Kumar Datta,1886,writer,Q3351851,https://www.wikidata.org/wiki/Q3351851
Dwarkanath Vidyabhusan,1886,poet|writer,Q5317957,https://www.wikidata.org/wiki/Q5317957
Fateh Ali Waisi,1886,poet,Q118115290,https://www.wikidata.org/wiki/Q118115290
Rajkrishna Mukhopadhyay,1886,poet|writer,Q27184066,https://www.wikidata.org/wiki/Q27184066
Ramnarayan Tarkaratna,1886,playwright|writer,Q13059599,https://www.wikidata.org/wiki/Q13059599
Rakhaldas Haldar,1887,writer,Q111955395,https://www.wikidata.org/wiki/Q111955395
Rakhaldas Majumder,1887,writer,Q50612827,https://www.wikidata.org/wiki/Q50612827
Ramdas Sen,1887,writer,Q23782712,https://www.wikidata.org/wiki/Q23782712
Rangalal Bandyopadhyay,1887,poet,Q16346409,https://www.wikidata.org/wiki/Q16346409
Gangacharan Sarkar,1888,writer,Q48680790,https://www.wikidata.org/wiki/Q48680790
Krishna Kamal Goswami,1888,playwright|writer,Q28060607,https://www.wikidata.org/wiki/Q28060607
Prananath Dutta,1888,playwright|writer,Q50275470,https://www.wikidata.org/wiki/Q50275470
Ganga Prasad Mukhopadhyay,1889,writer,Q48684953,https://www.wikidata.org/wiki/Q48684953
Sanjib Chandra Chattopadhyay,1889,poet|writer,Q13059878,https://www.wikidata.org/wiki/Q13059878
Annadacharan Khastagir,1890,writer,Q13056829,https://www.wikidata.org/wiki/Q13056829
Lalon,1890,poet|writer,Q3347988,https://www.wikidata.org/wiki/Q3347988
Pramadacharan Sen,1890,writer,Q50242643,https://www.wikidata.org/wiki/Q50242643
Bipin Behari Chakrabarty,1891,writer,Q139590651,https://www.wikidata.org/wiki/Q139590651
Ishwar Chandra Vidyasagar,1891,playwright|writer,Q964111,https://www.wikidata.org/wiki/Q964111
Taraknath Gangopadhyay,1891,novelist|writer,Q13058148,https://www.wikidata.org/wiki/Q13058148
Dharmaraj Barua,1892,writer,Q117241689,https://www.wikidata.org/wiki/Q117241689
Jagadishwar Gupta,1892,writer,Q48801347,https://www.wikidata.org/wiki/Q48801347
Lal Behari Day,1892,journalist|writer,Q6480029,https://www.wikidata.org/wiki/Q6480029
Jadunath Mukhopadhyay,1893,writer,Q50569727,https://www.wikidata.org/wiki/Q50569727
Kshetramohan Goswami,1893,writer,Q48640956,https://www.wikidata.org/wiki/Q48640956
Nimai Chand Shil,1893,playwright|writer,Q50187092,https://www.wikidata.org/wiki/Q50187092
Shibsundari Devi,1893,writer,Q54348009,https://www.wikidata.org/wiki/Q54348009
Bankim Chandra Chatterjee,1894,essayist|journalist|novelist|poet|writer,Q377881,https://www.wikidata.org/wiki/Q377881
Bhudev Mukhopadhyay,1894,essayist|novelist|writer,Q4902098,https://www.wikidata.org/wiki/Q4902098
Biharilal Chakraborty,1894,poet,Q14404792,https://www.wikidata.org/wiki/Q14404792
Jagadish Chandra Lahiri,1894,writer,Q48800488,https://www.wikidata.org/wiki/Q48800488
Nabagopal Mitra,1894,playwright|poet,Q6956727,https://www.wikidata.org/wiki/Q6956727
Rajkrishna Roy,1894,novelist|playwright|poet|writer,Q27184160,https://www.wikidata.org/wiki/Q27184160
Ramgati Nyayratna,1894,writer,Q37590384,https://www.wikidata.org/wiki/Q37590384
Bholanath Mukhopadhyay,1895,playwright|writer,Q23782371,https://www.wikidata.org/wiki/Q23782371
Dakshinaranjan Mukhopadhyay,1895,writer,Q49437346,https://www.wikidata.org/wiki/Q49437346
Koilasbasiney Devi,1895,writer,Q125341314,https://www.wikidata.org/wiki/Q125341314
Krishna Behari Sen,1895,poet|writer,Q27867899,https://www.wikidata.org/wiki/Q27867899
Harinath Majumder,1896,poet,Q3350994,https://www.wikidata.org/wiki/Q3350994
Nabin Krishna Bandyopadhyay,1896,writer,Q49998791,https://www.wikidata.org/wiki/Q49998791
Nilkamal Lahiri,1896,writer,Q50189461,https://www.wikidata.org/wiki/Q50189461
Pramila Nag,1896,writer,Q33193298,https://www.wikidata.org/wiki/Q33193298
Tarinicharan Chattopadhyay,1896,writer,Q49268356,https://www.wikidata.org/wiki/Q49268356
Durga Charan Ray,1897,writer,Q53760844,https://www.wikidata.org/wiki/Q53760844
Ishan Chandra Bandyopadhyay,1897,novelist|poet,Q40893292,https://www.wikidata.org/wiki/Q40893292
Akshay Chandra Chaudhury,1898,poet|writer,Q13056790,https://www.wikidata.org/wiki/Q13056790
Dinanath Sen,1898,writer,Q49453804,https://www.wikidata.org/wiki/Q49453804
Dwarkanath Ganguly,1898,writer,Q5317956,https://www.wikidata.org/wiki/Q5317956
Hara Chandra Chowdhury,1898,writer,Q140319438,https://www.wikidata.org/wiki/Q140319438
Jaganmohinee Devi,1898,writer,Q29963063,https://www.wikidata.org/wiki/Q29963063
Krishnendra Ray,1898,playwright|poet,Q135983794,https://www.wikidata.org/wiki/Q135983794
Umesh Chandra Batabyal,1898,writer,Q42298311,https://www.wikidata.org/wiki/Q42298311
Balendranath Tagore,1899,writer,Q27643406,https://www.wikidata.org/wiki/Q27643406
Bijoy Krishna Goswami,1899,poet|writer,Q4907268,https://www.wikidata.org/wiki/Q4907268
Bipin Bihari Chakraborty,1899,writer,Q50380259,https://www.wikidata.org/wiki/Q50380259
Dayal Chandra Shome,1899,writer,Q120446186,https://www.wikidata.org/wiki/Q120446186
Girija Prasanna Roy Chowdhury,1899,writer,Q48688256,https://www.wikidata.org/wiki/Q48688256
Gour Das Bysack,1899,writer,Q5588373,https://www.wikidata.org/wiki/Q5588373
Nabin Chandra Datta,1899,writer,Q50005106,https://www.wikidata.org/wiki/Q50005106
Natendranath Thakur,1899,novelist|playwright|writer,Q120501397,https://www.wikidata.org/wiki/Q120501397
Rajnarayan Basu,1899,writer,Q3350709,https://www.wikidata.org/wiki/Q3350709
Ram Chandra Datta,1899,writer,Q16066440,https://www.wikidata.org/wiki/Q16066440
Baladeb Palit,1900,writer,Q50368435,https://www.wikidata.org/wiki/Q50368435
Banalata Devi,1900,poet|writer,Q50368244,https://www.wikidata.org/wiki/Q50368244
Gobinda Mohan Ray,1900,writer,Q140783535,https://www.wikidata.org/wiki/Q140783535
Guru Prasad Sen,1900,writer,Q108405867,https://www.wikidata.org/wiki/Q108405867
Jaganmohan Tarkalankar,1900,writer,Q106791741,https://www.wikidata.org/wiki/Q106791741
Kalimoy Ghatak,1900,writer,Q48220940,https://www.wikidata.org/wiki/Q48220940
Kaliprasanna Bandyoapadhyay,1900,writer,Q48211877,https://www.wikidata.org/wiki/Q48211877
Nitya Krishna Basu,1900,writer,Q54577197,https://www.wikidata.org/wiki/Q54577197
Pankajini Bose,1900,writer,Q33248179,https://www.wikidata.org/wiki/Q33248179
Prafulla Chandra Bandyopadhyay,1900,writer,Q37605910,https://www.wikidata.org/wiki/Q37605910
Rajanikanta Gupta,1900,essayist|writer,Q24575465,https://www.wikidata.org/wiki/Q24575465
Rassundari Dasi,1900,writer,Q16856138,https://www.wikidata.org/wiki/Q16856138
Troilokyanath Bhattacharya,1900,writer,Q37608256,https://www.wikidata.org/wiki/Q37608256
Umacharan Mukhopadhyay,1900,writer,Q42298218,https://www.wikidata.org/wiki/Q42298218
Biharilal Chattopadhyay,1901,playwright|writer,Q13059016,https://www.wikidata.org/wiki/Q13059016
Kaliprasanna Dutta,1901,writer,Q48207444,https://www.wikidata.org/wiki/Q48207444
Nilkantha Majumder,1901,writer,Q50189028,https://www.wikidata.org/wiki/Q50189028
Dhanakrishna Sen,1902,playwright,Q49790355,https://www.wikidata.org/wiki/Q49790355
Dinanath Gangopadhyay,1902,writer,Q49450027,https://www.wikidata.org/wiki/Q49450027
Krishnaprasanna Sen,1902,essayist|writer,Q48634865,https://www.wikidata.org/wiki/Q48634865
Ram Chandra Vidyavinod,1902,writer,Q51034409,https://www.wikidata.org/wiki/Q51034409
Swami Vivekananda,1902,essayist|poet|writer,Q47478,https://www.wikidata.org/wiki/Q47478
Ananda Chandra Mitra,1903,playwright|poet,Q33248485,https://www.wikidata.org/wiki/Q33248485
Girish Chandra Vidyaratna,1903,writer,Q26962468,https://www.wikidata.org/wiki/Q26962468
Hemchandra Bandyopadhyay,1903,playwright|poet,Q14404612,https://www.wikidata.org/wiki/Q14404612
Kali Narayan Gupta,1903,writer,Q48201765,https://www.wikidata.org/wiki/Q48201765
Kshetrapal Chakrabarty,1903,novelist|playwright|writer,Q48640248,https://www.wikidata.org/wiki/Q48640248
Nawab Faizunnesa,1903,writer,Q15848350,https://www.wikidata.org/wiki/Q15848350
Thakurdas Mukhopadhyay,1903,writer,Q37607883,https://www.wikidata.org/wiki/Q37607883
Jogendranath Bandyopadhyay,1904,essayist|journalist|poet|writer,Q3572409,https://www.wikidata.org/wiki/Q3572409
Krishnadhan Bandyopadhyay,1904,playwright|writer,Q18987361,https://www.wikidata.org/wiki/Q18987361
Narayan Hemchandra,1904,novelist|poet|writer,Q15486572,https://www.wikidata.org/wiki/Q15486572
Pitambar De,1904,writer,Q50220291,https://www.wikidata.org/wiki/Q50220291
Satish Chandra Roy,1904,writer,Q134165012,https://www.wikidata.org/wiki/Q134165012
Surya Kumar Sarbadhikari,1904,writer,Q117465258,https://www.wikidata.org/wiki/Q117465258
Tarak Gopal Ghosh,1904,writer,Q49257870,https://www.wikidata.org/wiki/Q49257870
Lakshmi Narayan Dutta,1905,poet,Q139783794,https://www.wikidata.org/wiki/Q139783794
Yogendra Chandra Basu,1905,novelist|writer,Q37764497,https://www.wikidata.org/wiki/Q37764497
Chandi Charan Sen,1906,novelist|writer,Q33138649,https://www.wikidata.org/wiki/Q33138649
Hemchandra Bhattacharya,1906,writer,Q23844053,https://www.wikidata.org/wiki/Q23844053
Jagadbandhu Bhadra,1906,writer,Q48898154,https://www.wikidata.org/wiki/Q48898154
Nagendrabala Mustofi,1906,writer,Q33200364,https://www.wikidata.org/wiki/Q33200364
Rasiklal Chakraborty,1906,playwright,Q50611380,https://www.wikidata.org/wiki/Q50611380
Brahmabandhav Upadhyay,1907,writer,Q3348963,https://www.wikidata.org/wiki/Q3348963
Damodar Mukhopadhyay,1907,novelist|writer,Q37764100,https://www.wikidata.org/wiki/Q37764100
Kali Narayan Roy,1907,writer,Q125446455,https://www.wikidata.org/wiki/Q125446455
Kaliprasanna Kabyabisharad,1907,writer,Q27919112,https://www.wikidata.org/wiki/Q27919112
Krishna Chandra Majumder,1907,writer,Q13057550,https://www.wikidata.org/wiki/Q13057550
Radhakrishna Das,1907,playwright|writer,Q16773249,https://www.wikidata.org/wiki/Q16773249
Saradasundari Devi,1907,writer,Q33247996,https://www.wikidata.org/wiki/Q33247996
Umesh Chandra Dutta,1907,novelist|writer,Q13057270,https://www.wikidata.org/wiki/Q13057270
Debendranath Das,1908,writer,Q49743313,https://www.wikidata.org/wiki/Q49743313
Jatindramohan Tagore,1908,writer,Q6164591,https://www.wikidata.org/wiki/Q6164591
Kanailal Chandra,1908,writer,Q136228903,https://www.wikidata.org/wiki/Q136228903
Krishnadhan Mukhopadhyay,1908,essayist|writer,Q126008171,https://www.wikidata.org/wiki/Q126008171
Matilal Roy,1908,playwright|poet|writer,Q50397196,https://www.wikidata.org/wiki/Q50397196
Priyanath Chakraborty,1908,poet|writer,Q28059804,https://www.wikidata.org/wiki/Q28059804
Ram Brahma Sanyal,1908,writer,Q7288438,https://www.wikidata.org/wiki/Q7288438
Shrish Chandra Majumder,1908,writer,Q37786658,https://www.wikidata.org/wiki/Q37786658
Suryakanta Acharya,1908,writer,Q140247083,https://www.wikidata.org/wiki/Q140247083
Girindra Kumar Dutta,1909,writer,Q23640300,https://www.wikidata.org/wiki/Q23640300
Girindranath Dutta,1909,poet|writer,Q28056518,https://www.wikidata.org/wiki/Q28056518
Jogendranath Chattopadhyay,1909,novelist|writer,Q50589165,https://www.wikidata.org/wiki/Q50589165
Mahendranath Bhattacharya,1909,writer,Q117750465,https://www.wikidata.org/wiki/Q117750465
Manomohan Dutta,1909,poet|writer,Q18988619,https://www.wikidata.org/wiki/Q18988619
Nabin Chandra Sen,1909,poet|writer,Q6956922,https://www.wikidata.org/wiki/Q6956922
Pran Krishna Dutta,1909,writer,Q57952524,https://www.wikidata.org/wiki/Q57952524
Rangalal Mukhopadhyay,1909,poet|writer,Q24037934,https://www.wikidata.org/wiki/Q24037934
Romesh Chunder Dutt,1909,novelist|writer,Q3348870,https://www.wikidata.org/wiki/Q3348870
Shibnarayan Swami,1909,writer,Q119359996,https://www.wikidata.org/wiki/Q119359996
Abdul Hamid Khan Yusufzai,1910,poet|writer,Q31724787,https://www.wikidata.org/wiki/Q31724787
Chandrakanta Tarkalankar,1910,writer,Q120068871,https://www.wikidata.org/wiki/Q120068871
Chandranath Basu,1910,essayist|novelist|writer,Q27919130,https://www.wikidata.org/wiki/Q27919130
Kali Prasanna Ghosh,1910,essayist|poet|writer,Q20603905,https://www.wikidata.org/wiki/Q20603905
Motilal Basu,1910,writer,Q126125376,https://www.wikidata.org/wiki/Q126125376
Pramathanath Mitra,1910,novelist|writer,Q13058645,https://www.wikidata.org/wiki/Q13058645
Rajanikanta Sen,1910,poet,Q7285742,https://www.wikidata.org/wiki/Q7285742
Sukumari Dutta,1910,playwright,Q97289568,https://www.wikidata.org/wiki/Q97289568
Bireshwar Pandey,1911,writer,Q37606709,https://www.wikidata.org/wiki/Q37606709
Debendranath Majundar,1911,novelist|poet|writer,Q117054313,https://www.wikidata.org/wiki/Q117054313
Durgadas De,1911,writer,Q49476213,https://www.wikidata.org/wiki/Q49476213
Haranath Bose,1911,novelist|playwright|writer,Q117814178,https://www.wikidata.org/wiki/Q117814178
Indranath Bandyopadhyay,1911,novelist|poet|writer,Q37763669,https://www.wikidata.org/wiki/Q37763669
Kalivar Bedantabagish,1911,writer,Q120367400,https://www.wikidata.org/wiki/Q120367400
Mir Mosharraf Hossain,1911,essayist|playwright|writer,Q6872126,https://www.wikidata.org/wiki/Q6872126
Nityagopal Bose,1911,writer,Q42889470,https://www.wikidata.org/wiki/Q42889470
Rajkumar Sarbadhikari,1911,writer,Q50613375,https://www.wikidata.org/wiki/Q50613375
Satyabrata Samashrami,1911,writer,Q97383353,https://www.wikidata.org/wiki/Q97383353
Shatadalbasini Biswas,1911,writer,Q52237867,https://www.wikidata.org/wiki/Q52237867
Sisir Kumar Ghosh,1911,journalist|writer,Q15118235,https://www.wikidata.org/wiki/Q15118235
Swami Ramakrishnananda,1911,writer,Q7653225,https://www.wikidata.org/wiki/Q7653225
Atul Krishna Mitra,1912,playwright,Q31786232,https://www.wikidata.org/wiki/Q31786232
Binay Krishna Deb,1912,writer,Q22680650,https://www.wikidata.org/wiki/Q22680650
Girish Chandra Ghosh,1912,playwright|poet|writer,Q5564293,https://www.wikidata.org/wiki/Q5564293
Gour Gobinda Roy,1912,writer,Q5588376,https://www.wikidata.org/wiki/Q5588376
Ishan Chandra Bose,1912,writer,Q115193183,https://www.wikidata.org/wiki/Q115193183
Mahendranath Roy,1912,writer,Q117290162,https://www.wikidata.org/wiki/Q117290162
Manomohan Basu,1912,journalist|playwright|writer,Q13059199,https://www.wikidata.org/wiki/Q13059199
Premtosh Basu,1912,poet,Q31726376,https://www.wikidata.org/wiki/Q31726376
Sakharam Ganesh Deuskar,1912,writer,Q12455157,https://www.wikidata.org/wiki/Q12455157
Benoyendranath Sen,1913,writer,Q16058749,https://www.wikidata.org/wiki/Q16058749
Chandrashekhar Basu,1913,writer,Q23681143,https://www.wikidata.org/wiki/Q23681143
Dwijendralal Ray,1913,playwright|poet|writer,Q1268517,https://www.wikidata.org/wiki/Q1268517
Girish Chandra Majumder,1913,writer,Q48688407,https://www.wikidata.org/wiki/Q48688407
Hrishikes Shastri,1913,writer,Q54569335,https://www.wikidata.org/wiki/Q54569335
Nagendranath Chattopadyay,1913,essayist|writer,Q30053796,https://www.wikidata.org/wiki/Q30053796
Shib Chandra Vidyarnab,1913,writer,Q54347264,https://www.wikidata.org/wiki/Q54347264
Subal Chandra Mitra,1913,writer,Q20726533,https://www.wikidata.org/wiki/Q20726533
Subodhbala Debi,1913,poet,Q135447137,https://www.wikidata.org/wiki/Q135447137
Bipradas Mukhopadhyay,1914,playwright|writer,Q42795274,https://www.wikidata.org/wiki/Q42795274
Bishweshwar Tarkaratna,1914,writer,Q50380419,https://www.wikidata.org/wiki/Q50380419
Durgadas Bandyopadhyay,1914,writer,Q49476891,https://www.wikidata.org/wiki/Q49476891
Gurunath Sengupta,1914,poet|writer,Q5620520,https://www.wikidata.org/wiki/Q5620520
Kailash Chandra Singha,1914,writer,Q26417499,https://www.wikidata.org/wiki/Q26417499
Kedarnath Dutta,1914,writer,Q559104,https://www.wikidata.org/wiki/Q559104
Nabin Chandra Das,1914,writer,Q27949652,https://www.wikidata.org/wiki/Q27949652
Ramakshay Chattoadhyay,1914,writer,Q51022015,https://www.wikidata.org/wiki/Q51022015
Sourindro Mohun Tagore,1914,playwright,Q23924996,https://www.wikidata.org/wiki/Q23924996
Surendranath Mukhopadhyay,1914,writer,Q134238003,https://www.wikidata.org/wiki/Q134238003
Tarak Chandra Sarkar,1914,writer,Q24037191,https://www.wikidata.org/wiki/Q24037191
Ambikacharan Gupta,1915,writer,Q98929994,https://www.wikidata.org/wiki/Q98929994
Barada Charan Mitra,1915,writer,Q50368278,https://www.wikidata.org/wiki/Q50368278
Indra Chandra,1915,poet,Q119853979,https://www.wikidata.org/wiki/Q119853979
Induprakash Bandyopadhyay,1915,writer,Q53232354,https://www.wikidata.org/wiki/Q53232354
Kumud Chandra Singh,1915,writer,Q48621719,https://www.wikidata.org/wiki/Q48621719
Kusumkumari Devi,1915,writer,Q33185660,https://www.wikidata.org/wiki/Q33185660
Radharaman Dutta,1915,poet,Q7280222,https://www.wikidata.org/wiki/Q7280222
Sarat Chandra Shastri,1915,writer,Q52294510,https://www.wikidata.org/wiki/Q52294510
Upendra Kishore Ray Choudhury,1915,playwright|writer,Q737942,https://www.wikidata.org/wiki/Q737942
Amarendranath Dutta,1916,playwright,Q28748405,https://www.wikidata.org/wiki/Q28748405
Bhuban Chandra Mukhopadhyay,1916,writer,Q13059159,https://www.wikidata.org/wiki/Q13059159
Byomkesh Mustofi,1916,writer,Q50383810,https://www.wikidata.org/wiki/Q50383810
Chandicharan Bandyopadhyay,1916,novelist|writer,Q48764576,https://www.wikidata.org/wiki/Q48764576
Hemantabala Dutta,1916,poet,Q120496174,https://www.wikidata.org/wiki/Q120496174
Jaygopal Goswami,1916,writer,Q48977259,https://www.wikidata.org/wiki/Q48977259
Kshirod Chandra Roy Chowdhury,1916,writer,Q48639436,https://www.wikidata.org/wiki/Q48639436
Lalmohan Bhattacharya,1916,writer,Q51727382,https://www.wikidata.org/wiki/Q51727382
Nistarini Debi,1916,writer,Q125341300,https://www.wikidata.org/wiki/Q125341300
Priyanath Sen,1916,writer,Q50276595,https://www.wikidata.org/wiki/Q50276595
Rajanikanta Chakraborty,1916,writer,Q48016521,https://www.wikidata.org/wiki/Q48016521
Trailokyanath Sanyal,1916,writer,Q7832835,https://www.wikidata.org/wiki/Q7832835
Akshay Chandra Sarkar,1917,poet|writer,Q4701806,https://www.wikidata.org/wiki/Q4701806
